date,proxy_fill
2005-09-01,0.19827586206896552
2005-10-01,0.25862068965517243
2005-11-01,0.3017241379310345
2005-12-01,0.24137931034482762
2006-01-01,0.31034482758620696
2006-02-01,0.2931034482758621
2006-03-01,0.4224137931034483
2006-04-01,0.3879310344827586
2006-05-01,0.3017241379310345
2006-06-01,0.2155172413793104
2006-07-01,0.08620689655172417
2006-08-01,0.09482758620689657
2006-09-01,0.12068965517241381
2006-10-01,0.25
2006-11-01,0.22413793103448282
2006-12-01,0.15517241379310345
2007-01-01,0.13793103448275865
2007-02-01,0.18103448275862072
2007-03-01,0.17241379310344832
2007-04-01,0.17241379310344832
2007-05-01,0.18965517241379312
2007-06-01,0.11206896551724138
2007-07-01,0.04310344827586208
2007-08-01,0.07758620689655174
2007-09-01,0.15517241379310345
2007-10-01,0.16379310344827588
2007-11-01,0.20689655172413796
2007-12-01,0.13793103448275865
2008-01-01,0.16379310344827588
2008-02-01,0.2327586206896552
2008-03-01,0.20689655172413796
2008-04-01,0.25
2008-05-01,0.18965517241379312
2008-06-01,0.10344827586206898
2008-07-01,0.10344827586206898
2008-08-01,0.12931034482758624
2008-09-01,0.24137931034482762
2008-10-01,0.3448275862068966
2008-11-01,0.37931034482758624
2008-12-01,0.13793103448275865
2009-01-01,0.11206896551724138
2009-02-01,0.15517241379310345
2009-03-01,0.15517241379310345
2009-04-01,0.13793103448275865
2009-05-01,0.12931034482758624
2009-06-01,0.08620689655172417
2009-07-01,0.05172413793103448
2009-08-01,0.05172413793103448
2009-09-01,0.09482758620689657
2009-10-01,0.07758620689655174
2009-11-01,0.15517241379310345
2009-12-01,0.09482758620689657
2010-01-01,0.07758620689655174
2010-02-01,0.12068965517241381
2010-03-01,0.17241379310344832
2010-04-01,0.12931034482758624
2010-05-01,0.11206896551724138
2010-06-01,0.05172413793103448
2010-07-01,0.025862068965517244
2010-08-01,0.04310344827586208
2010-09-01,0.06034482758620691
2010-10-01,0.10344827586206898
2010-11-01,0.9396551724137931
2010-12-01,0.6810344827586208
2011-01-01,0.2155172413793104
2011-02-01,0.16379310344827588
2011-03-01,0.16379310344827588
2011-04-01,0.16379310344827588
2011-05-01,0.12931034482758624
2011-06-01,0.05172413793103448
2011-07-01,0.025862068965517244
2011-08-01,0.04310344827586208
2011-09-01,0.06896551724137931
2011-10-01,0.11206896551724138
2011-11-01,0.31896551724137934
2011-12-01,0.07758620689655174
2012-01-01,0.06896551724137931
2012-02-01,0.09482758620689657
2012-03-01,0.16379310344827588
2012-04-01,0.16379310344827588
2012-05-01,0.27586206896551724
2012-06-01,0.15517241379310345
2012-07-01,0.04310344827586208
2012-08-01,0.05172413793103448
2012-09-01,0.11206896551724138
2012-10-01,0.12068965517241381
2012-11-01,0.14655172413793105
2012-12-01,0.06896551724137931
2013-01-01,0.04310344827586208
2013-02-01,0.07758620689655174
2013-03-01,0.06896551724137931
2013-04-01,0.09482758620689657
2013-05-01,0.07758620689655174
2013-06-01,0.04310344827586208
2013-07-01,0.03448275862068966
2013-08-01,0.01724137931034484
2013-09-01,0.04310344827586208
2013-10-01,0.07758620689655174
2013-11-01,0.06896551724137931
2013-12-01,0.06034482758620691
2014-01-01,0.05172413793103448
2014-02-01,0.06896551724137931
2014-03-01,0.11206896551724138
2014-04-01,0.11206896551724138
2014-05-01,0.11206896551724138
2014-06-01,0.03448275862068966
2014-07-01,0.01724137931034484
2014-08-01,0.04310344827586208
2014-09-01,0.10344827586206898
2014-10-01,0.12931034482758624
2014-11-01,0.12068965517241381
2014-12-01,0.08620689655172417
2015-01-01,0.04310344827586208
2015-02-01,0.08620689655172417
2015-03-01,0.09482758620689657
2015-04-01,0.10344827586206898
2015-05-01,0.08620689655172417
2015-06-01,0.025862068965517244
2015-07-01,0.025862068965517244
2015-08-01,0.03448275862068966
2015-09-01,0.05172413793103448
2015-10-01,0.14655172413793105
2015-11-01,0.17241379310344832
2015-12-01,0.07758620689655174
2016-01-01,0.07758620689655174
2016-02-01,0.13793103448275865
2016-03-01,0.11206896551724138
2016-04-01,0.13793103448275865
2016-05-01,0.10344827586206898
2016-06-01,0.07758620689655174
2016-07-01,0.05172413793103448
2016-08-01,0.04310344827586208
2016-09-01,0.11206896551724138
2016-10-01,0.14655172413793105
2016-11-01,0.22413793103448282
2016-12-01,0.06034482758620691
2017-01-01,0.12068965517241381
2017-02-01,0.12068965517241381
2017-03-01,0.09482758620689657
2017-04-01,0.10344827586206898
2017-05-01,0.10344827586206898
2017-06-01,0.06896551724137931
2017-07-01,0.01724137931034484
2017-08-01,0.03448275862068966
2017-09-01,0.06896551724137931
2017-10-01,0.07758620689655174
2017-11-01,0.07758620689655174
2017-12-01,0.03448275862068966
2018-01-01,0.06034482758620691
2018-02-01,0.14655172413793105
2018-03-01,0.2327586206896552
2018-04-01,0.11206896551724138
2018-05-01,0.08620689655172417
2018-06-01,0.03448275862068966
2018-07-01,0.025862068965517244
2018-08-01,0.08620689655172417
2018-09-01,0.06034482758620691
2018-10-01,0.07758620689655174
2018-11-01,0.10344827586206898
2018-12-01,0.05172413793103448
2019-01-01,0.06034482758620691
2019-02-01,0.09482758620689657
2019-03-01,0.11206896551724138
2019-04-01,0.09482758620689657
2019-05-01,0.07758620689655174
2019-06-01,0.03448275862068966
2019-07-01,0.01724137931034484
2019-08-01,0.03448275862068966
2019-09-01,0.09482758620689657
2019-10-01,0.11206896551724138
2019-11-01,0.10344827586206898
2019-12-01,0.12931034482758624
2020-01-01,0.07758620689655174
2020-02-01,0.07758620689655174
2020-03-01,0.06896551724137931
2020-04-01,0.08620689655172417
2020-05-01,0.10344827586206898
2020-06-01,0.17241379310344832
2020-07-01,0.04310344827586208
2020-08-01,0.06034482758620691
2020-09-01,0.09482758620689657
2020-10-01,0.11206896551724138
2020-11-01,0.09482758620689657
2020-12-01,0.05172413793103448
2021-01-01,0.05172413793103448
2021-02-01,0.05172413793103448
2021-03-01,0.06896551724137931
2021-04-01,0.06896551724137931
2021-05-01,0.05172413793103448
2021-06-01,0.01724137931034484
2021-07-01,0.01724137931034484
2021-08-01,0.01
2021-09-01,0.03448275862068966
2021-10-01,0.05172413793103448
2021-11-01,0.06034482758620691
2021-12-01,0.03448275862068966
2022-01-01,0.07758620689655174
2022-02-01,0.10344827586206898
2022-03-01,0.08620689655172417
2022-04-01,0.10344827586206898
2022-05-01,0.10344827586206898
2022-06-01,0.06034482758620691
2022-07-01,0.025862068965517244
2022-08-01,0.025862068965517244
2022-09-01,0.05172413793103448
2022-10-01,0.06896551724137931
2022-11-01,0.09482758620689657
2022-12-01,0.04310344827586208
2023-01-01,0.05172413793103448
2023-02-01,0.07758620689655174
2023-03-01,0.08620689655172417
2023-04-01,0.08620689655172417
2023-05-01,0.09482758620689657
2023-06-01,0.04310344827586208
2023-07-01,0.025862068965517244
2023-08-01,0.025862068965517244
2023-09-01,0.05172413793103448
2023-10-01,0.07758620689655174
2023-11-01,0.08620689655172417
2023-12-01,0.06034482758620691
2024-01-01,0.05172413793103448
2024-02-01,0.09482758620689657
2024-03-01,0.09482758620689657
2024-04-01,0.22413793103448282
2024-05-01,0.26724137931034486
2024-06-01,0.06896551724137931
2024-07-01,0.20689655172413796
2024-08-01,0.18103448275862072
2024-09-01,0.10344827586206898
2024-10-01,0.11206896551724138
2024-11-01,0.16379310344827588
2024-12-01,0.07758620689655174
2025-01-01,0.11206896551724138
