date,layman__oil_price,layman__gas_price,layman__mortgage_rate_30yr,layman__median_home_price,layman__total_retail_sales,layman__cpi_electricity,layman__cpi_used_cars,layman__total_consumer_credit,layman__avg_auto_loan_rate_48mo,layman__total_student_loans,layman__rental_vacancy_rate,layman__cpi_event_admission,layman__cpi_airfare,layman__cpi_transit_fares,layman__consumer_sentiment_index,layman__personal_savings_rate,layman__unemployment_rate,layman__federal_funds_rate,layman__youth_unemployment_rate,layman__food_price_index,layman__general_cpi_index,layman__medical_services_index,layman__nairu_estimate,layman__core_cpi,layman__u6_underemployment_rate,layman__part_time_econ_reasons,layman__cpi_childcare,layman__yield_curve_spread,layman__unused_worker_slack,layman__interest_policy_gap,layman__labor_underutilization_index,layman__housing_affordability_index,layman__youth_volatility_exposure,layman__service_sector_cost_chaos,layman__recession_signal_score
1999-07-01,20.07,1.095,7.63,159100.0,257456.0,125.9,152.3,1492377.6,8.44,480966.98,8.2,264.2,223.3,198.3,106.0,4.4,4.3,4.99,7.8,163.9,166.7,250.9,5.1139045869999995,177.1,7.5,3350.0,305.4,0.27,-0.8139045869999997,259.0669522935,0.2126409855977789,3.6245822463018967e-06,0.2016176470588235,0.3425147928994083,-0.3153046480151803
1999-08-01,21.26,1.172,7.7,159100.0,260230.0,125.8,153.8,1503226.61,8.44,480966.98,8.2,265.4,217.2,196.0,104.5,4.3,4.2,5.07,7.4,164.2,167.1,251.7,5.1139045869999995,177.3,7.3,3286.0,309.9,0.29,-0.9139045869999992,259.3369522935001,0.1755144889814333,3.5100035100035098e-06,0.165735294117647,0.3584023668639053,-0.3472233835074855
1999-09-01,23.88,1.214,7.8,159100.0,261317.0,126.1,155.7,1511059.26,8.67,480966.98,8.2,266.0,213.6,194.6,107.2,3.7,4.2,5.22,7.4,164.6,167.8,252.5,5.1139045869999995,177.8,7.4,3279.0,315.3,0.25,-0.9139045869999992,259.93695229350004,0.1825941349991324,2.981514609421586e-06,0.1511764705882353,0.3795840584754612,-0.3085446415403715
1999-10-01,22.64,1.248,7.7,165300.0,261818.0,127.0,156.4,1517281.83,8.67,480966.98,7.9,267.7,224.9,201.5,103.2,4.0,4.1,5.2,7.7,165.0,168.1,253.1,5.105129749,178.1,7.2,3153.0,315.9,0.27,-1.005129749,260.4525648745,0.1425195210827693,3.1426528704205653e-06,0.2091176470588235,0.3866481030281935,-0.3852884339299549
1999-11-01,24.97,1.218,7.96,165300.0,264965.0,127.1,156.1,1525334.42,8.67,480966.98,7.9,256.0,226.4,204.7,107.2,4.1,4.1,5.42,7.6,165.3,168.4,253.9,5.105129749,178.4,7.2,3225.0,316.3,0.23,-1.005129749,260.68256487450003,0.1472392850945688,3.116003489923908e-06,0.1780882352941176,0.3732735816219979,-0.3237940796345324
1999-12-01,26.08,1.262,7.75,165300.0,269863.0,127.1,155.0,1531105.96,8.88,480966.98,7.9,257.0,224.9,204.5,105.4,3.7,4.0,5.3,7.3,165.5,168.8,254.9,5.105129749,178.7,7.1,3283.0,316.3,0.17,-1.1051297489999996,261.3025648744999,0.1245688009717161,2.888199363815546e-06,0.153235294117647,0.3650382875043508,-0.3828577306938691
2000-01-01,27.18,1.263,8.06,165300.0,268044.0,126.9,153.9,1538520.18,8.88,480966.98,7.9,273.3,221.8,202.6,112.0,4.5,4.0,5.45,7.5,165.6,169.3,255.6,5.096856488999999,179.3,7.0,3208.0,317.3,0.21,-1.0968564889999994,262.04842824450003,0.1071646711782058,3.377572021094063e-06,0.1622058823529412,0.3672520013922729,-0.2552304920274867
2000-02-01,29.35,1.307,8.25,165300.0,272020.0,127.6,153.0,1549185.29,8.88,480966.98,7.9,276.2,230.2,205.0,111.3,4.0,4.1,5.73,7.6,166.2,170.0,256.5,5.096856488999999,179.4,7.1,3167.0,318.0,0.02,-0.9968564889999998,261.8684282445,0.1319000520562207,2.9331426790591943e-06,0.1836764705882352,0.3610807518273581,-0.3010654989664732
2000-03-01,29.89,1.413,8.31,165300.0,275192.0,127.4,153.0,1561450.69,9.22,480966.98,7.9,275.5,240.7,208.1,107.1,3.8,4.0,5.85,7.4,166.5,171.0,257.7,5.096856488999999,180.0,7.1,3231.0,318.3,-0.13,-1.0968564889999994,262.69842824449995,0.1219139337150789,2.7663665158996914e-06,0.1733823529411764,0.3610859728506786,-0.4240309119955615
2000-04-01,25.74,1.484,8.23,163200.0,271046.0,127.6,154.0,1570527.74,9.22,480966.98,8.0,276.4,239.5,207.2,109.2,4.3,3.8,6.02,7.2,166.7,170.9,258.4,5.089056238,180.3,6.9,3186.0,318.7,-0.47,-1.2890562380000006,263.0745281190001,0.070074613916363,3.201462845162366e-06,0.1161764705882352,0.3743264879916463,-0.499943808306888
2000-05-01,28.78,1.386,8.13,163200.0,271394.0,127.2,155.4,1583507.92,9.22,480966.98,8.0,277.6,241.3,209.2,110.7,4.3,4.0,6.27,8.0,167.3,171.2,259.2,5.089056238,180.7,7.1,3283.0,319.2,-0.44,-1.0890562380000004,263.324528119,0.1245688009717161,3.24084123194173e-06,0.2225,0.3890375913679081,-0.4363946870036089
2000-06-01,31.83,1.509,8.62,163200.0,273422.0,127.9,155.7,1609548.04,9.62,480966.98,8.0,278.4,245.0,211.1,106.4,4.3,4.0,6.53,7.5,167.4,172.2,260.3,5.089056238,181.1,7.0,3209.0,320.9,-0.41,-1.0890562380000004,263.664528119,0.1077546416796807,3.056617078385879e-06,0.1983823529411764,0.3937486947441699,-0.498039882051919
2000-07-01,29.77,1.641,8.22,168800.0,272630.0,128.8,155.3,1629751.44,9.62,480966.98,8.2,279.8,246.8,210.3,108.3,4.7,4.0,6.54,7.0,168.3,172.7,261.2,5.081701651,181.5,7.0,3144.0,321.7,-0.35,-1.0817016510000004,264.2508508255,0.1042148186708311,3.3872995006976397e-06,0.1160294117647059,0.3914009745910198,-0.4446471063351794
2000-08-01,31.22,1.447,8.13,168800.0,272918.0,128.8,155.2,1651615.4,9.62,480966.98,8.2,281.2,250.4,213.6,107.3,4.8,4.1,6.5,6.6,168.7,172.7,262.4,5.081701651,181.9,7.1,3211.0,325.4,-0.27,-0.9817016510000008,264.8408508255,0.1348499045635953,3.497665308406638e-06,0.0805882352941176,0.3919944309084581,-0.423193227282986
2000-09-01,33.88,1.456,7.96,168800.0,277548.0,129.3,156.2,1669000.81,9.64,480966.98,8.2,283.9,244.9,212.7,106.8,4.1,3.9,6.52,6.5,168.9,173.6,263.3,5.081701651,182.3,7.0,3217.0,330.8,-0.41,-1.1817016510000005,265.5208508255001,0.094816935623807,3.0513944128224052e-06,0.0855882352941176,0.4031761225200139,-0.490899898681725
2000-10-01,33.08,1.525,7.88,172900.0,276927.0,129.4,157.9,1684599.32,9.64,480966.98,7.8,284.2,236.3,208.5,105.8,4.3,3.9,6.51,6.7,169.0,173.9,264.1,5.07476733,182.6,6.8,3179.0,332.1,-0.18,-1.1747673300000003,265.977383665,0.0747579385736595,3.156074489229712e-06,0.1064705882352941,0.4120048729550992,-0.445248974020952
2000-11-01,34.4,1.523,7.68,172900.0,276029.0,130.2,159.3,1700944.54,9.64,480966.98,7.8,285.5,238.0,212.5,107.6,4.3,3.9,6.51,6.8,169.2,174.2,264.7,5.07476733,183.1,7.1,3467.0,332.5,-0.14,-1.1747673300000003,266.727383665,0.1207756376887038,3.2382639290534024e-06,0.105,0.4196571528019491,-0.3996646241744081
2000-12-01,28.46,1.489,7.65,172900.0,275791.0,130.5,160.2,1716969.72,9.17,480966.98,7.8,287.1,238.2,213.1,98.4,4.1,3.9,6.4,7.0,170.0,174.6,265.6,5.07476733,183.3,6.9,3243.0,332.7,-0.1,-1.1747673300000003,267.1373836650001,0.086557348603158,3.0997554217368457e-06,0.1563235294117647,0.4249564914723286,-0.5467875974014027
2001-01-01,29.58,1.377,7.13,169800.0,278834.0,133.9,160.4,1729851.68,9.17,480966.98,8.2,288.6,239.0,214.0,94.7,4.5,4.2,5.98,7.3,170.3,175.6,267.2,5.068230454,183.9,7.3,3332.0,333.3,0.55,-0.8682304539999999,268.304115227,0.177284400485858,3.716937837931598e-06,0.2289705882352941,0.4293734772015315,-0.3858942091262105
2001-02-01,29.61,1.446,7.15,169800.0,278773.0,133.3,160.4,1748702.02,9.17,480966.98,8.2,288.2,242.0,213.5,90.6,4.6,4.2,5.49,7.4,171.2,176.0,268.3,5.068230454,184.4,7.3,3296.0,333.7,0.55,-0.8682304539999999,269.544115227,0.1766944299843831,3.7889083825479583e-06,0.285,0.4293786982248521,-0.4678098191699881
